id,timestamp,text,speaker,reply_to,conversation_id,meta.tag,vectors,clean_text
3850-21,,"{F Oh, } you haven't seen any of them. /",1461,3850-20,3850-0,"[[""{F Oh, } you haven't seen any of them. /"", 'qy^d']]",[]," Oh,  you havent seen any of them. "
3850-73,,You never saw that? /,1461,3850-72,3850-0,"[['You never saw that? /', 'qy^d']]",[],You never saw that? 
4026-6,,"{C So } you didn't get anything,  /even, [ all the, + all the ] warranties were out? /",1422,4026-5,4026-0,"[[""{C So } you didn't get anything,  /"", 'qy^d'], ['even, [ all the, + all the ] warranties were out? /', 'qy']]",[]," So  you didnt get anything, even,  all the,  all the  warranties were out? "
4026-22,,{C And } they all went out at the same time? /,1422,4026-21,4026-0,"[['{C And } they all went out at the same time? /', 'qy^d']]",[], And  they all went out at the same time? 
4026-34,,"Uh-huh,  /they go out a lot? /",1422,4026-33,4026-0,"[['Uh-huh,  /', 'b'], ['they go out a lot? /', 'qy^d']]",[],"Uhhuh, they go out a lot? "
4026-43,,"-- {C or } do you just test, - /{D like } if you've got ten, you test one,  /{C and } by the test results of the one you assume that the other nine are okay? /",1516,4026-42,4026-0,"[['-- {C or } do you just test, - /', 'qrr'], [""{D like } if you've got ten, you test one,  /"", 'qy^d'], ['{C and } by the test results of the one you assume that the other nine are okay? /', 'qy^d']]",[],"  or  do you just test,   like  if youve got ten, you test one,  and  by the test results of the one you assume that the other nine are okay? "
4071-58,,Twenty percent? /,1371,4071-57,4071-0,"[['Twenty percent? /', 'qy^d']]",[],Twenty percent? 
4548-5,,You don't believe in it? /,1190,4548-4,4548-0,"[[""You don't believe in it? /"", 'qy^d']]",[],You dont believe in it? 
4728-53,,You didn't overheat it? /,1682,4728-52,4728-0,"[[""You didn't overheat it? /"", 'qy^d']]",[],You didnt overheat it? 
4876-56,,"-- {D you know, } that, - /I guess baby-sitters now are up at, what, five dollars an hour? /",1447,4876-55,4876-0,"[['-- {D you know, } that, - /', '+'], ['I guess baby-sitters now are up at, what, five dollars an hour? /', 'qy^d']]",[],"  you know,  that,  I guess babysitters now are up at, what, five dollars an hour? "
2008-58,,"You live in Virginia, now? /",1057,2008-57,2008-0,"[['You live in Virginia, now? /', 'qy^d']]",[],"You live in Virginia, now? "
2020-24,,When it was really just starting. /,1169,2020-23,2020-0,"[['When it was really just starting. /', 'qy^d']]",[],When it was really just starting. 
2020-100,,"Like Paul Simon.  /Like, -/",1169,2020-99,2020-0,"[['Like Paul Simon.  /', 'qy^d'], ['Like, -/', '%']]",[],"Like Paul Simon. Like, "
2020-118,,"{C So } then it becomes a kind of music [ of, + of ] its own,  so to speak,  /{C or, } {F uh, } -/",1169,2020-117,2020-0,"[['{C So } then it becomes a kind of music [ of, + of ] its own,  so to speak,  /', 'qy^d'], ['{C or, } {F uh, } -/', '%']]",[]," So  then it becomes a kind of music  of,  of  its own, so to speak,  or,   uh,  "
2137-23,,"I, ] + I ] think that they ought to have something for [ the, + the ] unemployed in a voluntary field like the, {F uh, } - /I don't know if you [ know, + remember  ] about the W P A, /",1039,2137-22,2137-0,"[['I, ] + I ] think that they ought to have something for [ the, + the ] unemployed in a voluntary field like the, {F uh, } - /', '+'], [""I don't know if you [ know, + remember  ] about the W P A, /"", 'qy^d']]",[],"I,   I  think that they ought to have something for  the,  the  unemployed in a voluntary field like the,  uh,   I dont know if you  know,  remember  about the W P A, "
2226-29,,"What's his name again?  /Peretti <whispering>, /",1152,2226-28,2226-0,"[[""What's his name again?  /"", 'qw'], ['Peretti <whispering>, /', 'qy^d']]",[],"Whats his name again? Peretti , "
2226-77,,Judith Krantz? /,1152,2226-76,2226-0,"[['Judith Krantz? /', 'qy^d']]",[],Judith Krantz? 
2226-96,,"did you ever read the, {F uh, } {F uh, } {F oh, } - /it's one of his first books, THE STAND. /",1106,2226-95,2226-0,"[['did you ever read the, {F uh, } {F uh, } {F oh, } - /', 'qy'], [""it's one of his first books, THE STAND. /"", 'qy^d']]",[],"did you ever read the,  uh,   uh,   oh,   its one of his first books, THE STAND. "
2226-177,,"Yeah,  /yeah.  /I liked, {F uh, } <throat_clearing> {F oh, } - /{D gosh } why can't I think of their names,  /{F uh, } <lipsmack> <breathing>, shoot,  /the one that wrote, {F uh, } WUTHERING HEIGHTS. /",1152,2226-176,2226-0,"[['Yeah,  /', 'b'], ['yeah.  /', 'b^r'], ['I liked, {F uh, } <throat_clearing> {F oh, } - /', '%'], [""{D gosh } why can't I think of their names,  /"", '^h'], ['{F uh, } <lipsmack> <breathing>, shoot,  /', '^h'], ['the one that wrote, {F uh, } WUTHERING HEIGHTS. /', 'qy^d']]",[],"Yeah, yeah. I liked,  uh,    oh,    gosh  why cant I think of their names,  uh,   , shoot, the one that wrote,  uh,  WUTHERING HEIGHTS. "
2264-21,,{D Like } aluminum cans? /,1096,2264-20,2264-0,"[['{D Like } aluminum cans? /', 'qy^d']]",[], Like  aluminum cans? 
2264-72,,"{F Oh, } do they really.  /Curbside pick up? /",1094,2264-71,2264-0,"[['{F Oh, } do they really.  /', 'b'], ['Curbside pick up? /', 'qy^d']]",[]," Oh,  do they really. Curbside pick up? "
2362-0,,"[ [ I, + I, ] + I, ] assume you have kids <<Music in background>>. /",1026,,2362-0,"[['[ [ I, + I, ] + I, ] assume you have kids <<Music in background>>. /', 'qy^d']]",[],"  I,  I,   I,  assume you have kids Music in background. "
2362-9,,"<Laughter> Did you teach in all subjects or in all grade levels  /{C or, } -/",1141,2362-8,2362-0,"[['<Laughter> Did you teach in all subjects or in all grade levels  /', 'qy^d'], ['{C or, } -/', '%']]",[]," Did you teach in all subjects or in all grade levels  or,  "
2366-1,,"When you say that you grew up, {F uh, } in the sixties I take it that was the, {F uh, } teenage type years  /{C or, }  {F uh, } -/",1069,2366-0,2366-0,"[['When you say that you grew up, {F uh, } in the sixties I take it that was the, {F uh, } teenage type years  /', 'qy^d'], ['{C or, }  {F uh, } -/', '%']]",[],"When you say that you grew up,  uh,  in the sixties I take it that was the,  uh,  teenage type years  or,   uh,  "
2382-35,,"No,  /{C and } {D you know, } that's the only place I haven't tried  /{C and } people have told me.  /{D Now } that's the Texins facility? /",1170,2382-34,2382-0,"[['No,  /', 'nn'], [""{C and } {D you know, } that's the only place I haven't tried  /"", 'sd^e'], ['{C and } people have told me.  /', 'sd'], [""{D Now } that's the Texins facility? /"", 'qy^d']]",[],"No,  and   you know,  thats the only place I havent tried  and  people have told me.  Now  thats the Texins facility? "
2382-99,,{D Now } that's for individual. /,1170,2382-98,2382-0,"[[""{D Now } that's for individual. /"", 'qy^d']]",[], Now  thats for individual. 
2382-101,,That's it? /,1170,2382-100,2382-0,"[[""That's it? /"", 'qy^d']]",[],Thats it? 
2397-47,,Like fabric that's been stiffened. /,1093,2397-46,2397-0,"[[""Like fabric that's been stiffened. /"", 'qy^d']]",[],Like fabric thats been stiffened. 
2397-89,,{D Now } this is done in the needlepoint? /,1093,2397-88,2397-0,"[['{D Now } this is done in the needlepoint? /', 'qy^d']]",[], Now  this is done in the needlepoint? 
2397-119,,What. With ink? /,1093,2397-118,2397-0,"[['What. With ink? /', 'qy^d']]",[],What. With ink? 
2435-2,,<Laughter> Obviously you have kids. /,1106,2435-1,2435-0,"[['<Laughter> Obviously you have kids. /', 'qy^d']]",[], Obviously you have kids. 
2435-34,,"Is that any good,  /{E I mean, } I'm sure I'm going to be seeing it because in a week to Amarillo where my sister lives, and she's got two boys that I took to see the first one. /",1106,2435-33,2435-0,"[['Is that any good,  /', 'qy^d'], [""{E I mean, } I'm sure I'm going to be seeing it because in a week to Amarillo where my sister lives, and she's got two boys that I took to see the first one. /"", 'sd']]",[],"Is that any good,  I mean,  Im sure Im going to be seeing it because in a week to Amarillo where my sister lives, and shes got two boys that I took to see the first one. "
2479-37,,"# {D You know, } how can you help # depending on the day care center, {D you know, } /",1231,2479-36,2479-0,"[['# {D You know, } how can you help # depending on the day care center, {D you know, } /', 'qy^d']]",[],"  You know,  how can you help  depending on the day care center,  you know,  "
2479-39,,"you got to when you hear about all the horrible things that happen in day care centers,  /have you ever noticed they're always {D like } a family owned center where the mother and the daughter and the son run it, {D you know, } # kind of thing. # /",1231,2479-38,2479-0,"[['you got to when you hear about all the horrible things that happen in day care centers,  /', 'sv'], [""have you ever noticed they're always {D like } a family owned center where the mother and the daughter and the son run it, {D you know, } # kind of thing. # /"", 'qy^d']]",[],"you got to when you hear about all the horrible things that happen in day care centers, have you ever noticed theyre always  like  a family owned center where the mother and the daughter and the son run it,  you know,   kind of thing.  "
2479-129,,Plano? /,1231,2479-128,2479-0,"[['Plano? /', 'qy^d']]",[],Plano? 
2485-21,,"Yeah.  /[ {C So, } +  {C so } ] did everybody send in their information and they made a book up,",1225,2485-20,2485-0,"[['Yeah.  /', 'b'], ['[ {C So, } +  {C so } ] did everybody send in their information and they made a book up,', 'qy^d']]",[],"Yeah.   So,    so   did everybody send in their information and they made a book up,"
2485-25,,{C and then } you could get it at the reunion. /,1225,2485-24,2485-0,"[['{C and then } you could get it at the reunion. /', 'qy^d']]",[], and then  you could get it at the reunion. 
2485-75,,"Not be able to do it. - /{C So, }  did people come {D like } from out of town to the reunion  /{C or, } -/",1225,2485-74,2485-0,"[['Not be able to do it. - /', '^2'], ['{C So, }  did people come {D like } from out of town to the reunion  /', 'qy^d'], ['{C or, } -/', '%']]",[],"Not be able to do it.   So,  did people come  like  from out of town to the reunion  or,  "
2485-100,,"A lot of these lakes and things, if you could find a <noise> centrally located, {D like, }  {D say } about the same distance for all of you all to come? /",1231,2485-99,2485-0,"[['A lot of these lakes and things, if you could find a <noise> centrally located, {D like, }  {D say } about the same distance for all of you all to come? /', 'qy^d']]",[],"A lot of these lakes and things, if you could find a  centrally located,  like,   say  about the same distance for all of you all to come? "
2485-177,,"{D Like, }  they just - /whoever <breathing>,",1225,2485-176,2485-0,"[['{D Like, }  they just - /', '%'], ['whoever <breathing>,', 'qy^d']]",[]," Like,  they just  whoever ,"
2527-11,,"Yeah,  /{C so, }  that's probably a pretty nice place to go <<pause>>. /",1232,2527-10,2527-0,"[['Yeah,  /', 'b'], [""{C so, }  that's probably a pretty nice place to go <<pause>>. /"", 'qy^d']]",[],"Yeah,  so,  thats probably a pretty nice place to go . "
2527-48,,"Are the temperatures real extreme there  /{C or } [ the, + the, ] -/",1056,2527-47,2527-0,"[['Are the temperatures real extreme there  /', 'qy^d'], ['{C or } [ the, + the, ] -/', '%']]",[],"Are the temperatures real extreme there  or   the,  the,  "
2540-32,,"[ [ Did, + did  you, ] + were you ] brought up in a family that hunted  /{C or, } -/",1230,2540-31,2540-0,"[['[ [ Did, + did  you, ] + were you ] brought up in a family that hunted  /', 'qy^d'], ['{C or, } -/', '%']]",[],"  Did,  did you,   were you  brought up in a family that hunted  or,  "
2598-16,,"Do you like the classics like, {F uh, } GONE WITH THE WIND and, {F uh, } {D you know } the older movies. /",1211,2598-15,2598-0,"[['Do you like the classics like, {F uh, } GONE WITH THE WIND and, {F uh, } {D you know } the older movies. /', 'qy^d']]",[],"Do you like the classics like,  uh,  GONE WITH THE WIND and,  uh,   you know  the older movies. "
2598-114,,# Cable? # /,1211,2598-113,2598-0,"[['# Cable? # /', 'qy^d']]",[], Cable?  
2598-140,,"How about some of the ads,  /do you go by the ads when you look at them, or  the reviews?  /Do they influence you a lot. /",1211,2598-139,2598-0,"[['How about some of the ads,  /', 'qo'], ['do you go by the ads when you look at them, or  the reviews?  /', 'qr'], ['Do they influence you a lot. /', 'qy^d']]",[],"How about some of the ads, do you go by the ads when you look at them, or the reviews? Do they influence you a lot. "
2598-174,,"Is that the one set in the fifties, or sixties. /",1211,2598-173,2598-0,"[['Is that the one set in the fifties, or sixties. /', 'qy^d']]",[],"Is that the one set in the fifties, or sixties. "
2599-5,,Every year. /,1069,2599-4,2599-0,"[['Every year. /', 'qy^d']]",[],Every year. 
2599-59,,L A you mean? /,1069,2599-58,2599-0,"[['L A you mean? /', 'qy^d']]",[],L A you mean? 
2602-23,,"Okay,  /{D you know, } basically the size of, {F uh, } the area around Richardson? /",1232,2602-22,2602-0,"[['Okay,  /', 'bk'], ['{D you know, } basically the size of, {F uh, } the area around Richardson? /', 'qy^d']]",[],"Okay,  you know,  basically the size of,  uh,  the area around Richardson? "
2602-29,,"Were you, - /have you, - /I take it you haven't spent any time in the military? /",1232,2602-28,2602-0,"[['Were you, - /', '%'], ['have you, - /', '%'], [""I take it you haven't spent any time in the military? /"", 'qy^d']]",[],"Were you,  have you,  I take it you havent spent any time in the military? "
2657-16,,{C And } this is money that she's borrowed to form her college education? /,1094,2657-15,2657-0,"[[""{C And } this is money that she's borrowed to form her college education? /"", 'qy^d']]",[], And  this is money that shes borrowed to form her college education? 
2657-18,,{C But } she got credits for it? /,1094,2657-17,2657-0,"[['{C But } she got credits for it? /', 'qy^d']]",[], But  she got credits for it? 
2657-43,,Make them more self-supporting? /,1031,2657-42,2657-0,"[['Make them more self-supporting? /', 'qy^d']]",[],Make them more selfsupporting? 
2710-30,,"Can you use it {D like } at a bank machine  /j-, -- -/",1156,2710-29,2710-0,"[['Can you use it {D like } at a bank machine  /', 'qy^d'], ['j-, -- -/', '%']]",[],"Can you use it  like  at a bank machine j,  "
2756-78,,"{F Oh, } okay,  /{C so } I can wander around without, -/",1233,2756-77,2756-0,"[['{F Oh, } okay,  /', 'b'], ['{C so } I can wander around without, -/', 'qy^d']]",[]," Oh,  okay,  so  I can wander around without, "
2756-80,,"{F Oh, } okay,  /I just have it pay somebody to get into the buildings? /",1233,2756-79,2756-0,"[['{F Oh, } okay,  /', 'bk'], ['I just have it pay somebody to get into the buildings? /', 'qy^d']]",[]," Oh,  okay, I just have it pay somebody to get into the buildings? "
2785-117,,"{C And } I have been very, {F uh, } happy about the new way of controlling [ the, + the, ] {F uh, } worm that gets in broccoli, {F um, } by using the Bacillus Thuringiansis which is the, {F uh, } little, - /{D well, } in fact, that's what they use for gypsy moth,  /I don't know if you have had that problem there or not. /",1244,2785-116,2785-0,"[['{C And } I have been very, {F uh, } happy about the new way of controlling [ the, + the, ] {F uh, } worm that gets in broccoli, {F um, } by using the Bacillus Thuringiansis which is the, {F uh, } little, - /', 'sd'], [""{D well, } in fact, that's what they use for gypsy moth,  /"", 'sd'], [""I don't know if you have had that problem there or not. /"", 'qy^d']]",[]," And  I have been very,  uh,  happy about the new way of controlling  the,  the,   uh,  worm that gets in broccoli,  um,  by using the Bacillus Thuringiansis which is the,  uh,  little,   well,  in fact, thats what they use for gypsy moth, I dont know if you have had that problem there or not. "
2819-84,,"How about that.  /{D Well, } it's a small world.  /[ {C So, } +  {C so } ] let's see,  /second floor, you work with, {F uh, } linear. /",1059,2819-83,2819-0,"[['How about that.  /', 'fe'], [""{D Well, } it's a small world.  /"", 'sd'], [""[ {C So, } +  {C so } ] let's see,  /"", '^h'], ['second floor, you work with, {F uh, } linear. /', 'qy^d']]",[],"How about that.  Well,  its a small world.   So,    so   lets see, second floor, you work with,  uh,  linear. "
2819-112,,"You still have relatives back there  /{C or, } -/",1059,2819-111,2819-0,"[['You still have relatives back there  /', 'qy^d'], ['{C or, } -/', '%']]",[],"You still have relatives back there  or,  "
2828-33,,# Have # you done anything like that?  /Anything political? /,1078,2828-32,2828-0,"[['# Have # you done anything like that?  /', 'qy'], ['Anything political? /', 'qy^d']]",[], Have  you done anything like that? Anything political? 
2832-163,,"{F Uh, } the roof? /",1236,2832-162,2832-0,"[['{F Uh, } the roof? /', 'qy^d']]",[]," Uh,  the roof? "
2832-169,,"What, {F uh, } the walk? /",1236,2832-168,2832-0,"[['What, {F uh, } the walk? /', 'qy^d']]",[],"What,  uh,  the walk? "
2851-147,,"Uh-huh.  /{C So, }  {F uh, } <noise>  how l-, - /you said you've just lived in North Carolina just {D like, }",1244,2851-146,2851-0,"[['Uh-huh.  /', 'b'], ['{C So, }  {F uh, } <noise>  how l-, - /', '%'], [""you said you've just lived in North Carolina just {D like, }"", 'qy^d']]",[],"Uhhuh.  So,   uh,   how l,  you said youve just lived in North Carolina just  like, "
3023-47,,"I do not know if you listen to him or not, /",1257,3023-46,3023-0,"[['I do not know if you listen to him or not, /', 'qy^d']]",[],"I do not know if you listen to him or not, "
3069-58,,"Yeah.  /I wonder if she's written anything really recently, if she's got anything  [ printed, +  in print. ] /",1291,3069-57,3069-0,"[['Yeah.  /', 'b'], [""I wonder if she's written anything really recently, if she's got anything  [ printed, +  in print. ] /"", 'qy^d']]",[],"Yeah. I wonder if shes written anything really recently, if shes got anything  printed,  in print.  "
3200-90,,"{C So } if you're out {D like } in a department store and there's a sale, you're just real careful not to let your urges get hold of you? /",1305,3200-89,3200-0,"[[""{C So } if you're out {D like } in a department store and there's a sale, you're just real careful not to let your urges get hold of you? /"", 'qy^d']]",[]," So  if youre out  like  in a department store and theres a sale, youre just real careful not to let your urges get hold of you? "
3223-50,,"Yeah,  /he's a nice guy. /I take it you live in the Dallas area. /Do you live in the Dallas area? /",1377,3223-49,3223-0,"[['Yeah,  /', 'aa'], [""he's a nice guy. /"", 'sv'], ['I take it you live in the Dallas area. /', 'qy^d'], ['Do you live in the Dallas area? /', 'qy']]",[],"Yeah, hes a nice guy. I take it you live in the Dallas area. Do you live in the Dallas area? "
3269-20,,"{F Oh, } boy, I bet all the men that got  direct down there were just right on it <laughter>. /",1393,3269-19,3269-0,"[['{F Oh, } boy, I bet all the men that got  direct down there were just right on it <laughter>. /', 'qy^d']]",[]," Oh,  boy, I bet all the men that got direct down there were just right on it . "
3309-47,,You all got a pay raise this year. /,1343,3309-46,3309-0,"[['You all got a pay raise this year. /', 'qy^d']]",[],You all got a pay raise this year. 
3343-40,,"Uh-huh,  /{C and } it just pertained to that <laughter>. /",1377,3343-39,3343-0,"[['Uh-huh,  /', 'b'], ['{C and } it just pertained to that <laughter>. /', 'qy^d']]",[],"Uhhuh,  and  it just pertained to that . "
3646-10,,{C So } --,1459,3646-9,3646-0,"[['{C So } --', 'qy^d']]",[], So  
3663-2,,"{D Well, } considering you moved here from California,  I guess, <inhaling> the rain for the past few weeks has been different than what you have  down there. /",1480,3663-1,3663-0,"[['{D Well, } considering you moved here from California,  I guess, <inhaling> the rain for the past few weeks has been different than what you have  down there. /', 'qy^d']]",[]," Well,  considering you moved here from California, I guess,  the rain for the past few weeks has been different than what you have down there. "
3663-101,,"Yeah,  /you probably do a lot of that with --",1459,3663-100,3663-0,"[['Yeah,  /', 'b'], ['you probably do a lot of that with --', 'qy^d']]",[],"Yeah, you probably do a lot of that with "
3776-22,,"You may be familiar with cooperative learning.  /# Have you ever, # -/",1461,3776-21,3776-0,"[['You may be familiar with cooperative learning.  /', 'qy^d'], ['# Have you ever, # -/', 'qy']]",[],"You may be familiar with cooperative learning.  Have you ever,  "
3776-42,,# Even in Utah. # /,1461,3776-41,3776-0,"[['# Even in Utah. # /', 'qy^d']]",[], Even in Utah.  
3825-12,,"That's interesting.  /You sound like you've had a lot of  experience with this, then. /",1461,3825-11,3825-0,"[[""That's interesting.  /"", 'ba'], [""You sound like you've had a lot of  experience with this, then. /"", 'qy^d']]",[],"Thats interesting. You sound like youve had a lot of experience with this, then. "
3825-36,,Not a --,1461,3825-35,3825-0,"[['Not a --', 'qy^d']]",[],Not a 
3825-51,,"{D Well, } maybe, {F uh, } they just moved away and then  sort of lost contact. /",1345,3825-50,3825-0,"[['{D Well, } maybe, {F uh, } they just moved away and then  sort of lost contact. /', 'qy^d']]",[]," Well,  maybe,  uh,  they just moved away and then sort of lost contact. "
3983-6,,"{F Oh, } good.  /That's a good one, I like  to get <laughter>.  /{F Um, } {C so } I take it that you like to ski.  /[ Do you, + do you, ] {F um, }  receive a lot of information on skiing through the SKI MAGAZINE? /",1459,3983-5,3983-0,"[['{F Oh, } good.  /', 'ba'], [""That's a good one, I like  to get <laughter>.  /"", 'ba'], ['{F Um, } {C so } I take it that you like to ski.  /', 'qy^d'], ['[ Do you, + do you, ] {F um, }  receive a lot of information on skiing through the SKI MAGAZINE? /', 'qy']]",[]," Oh,  good. Thats a good one, I like to get .  Um,   so  I take it that you like to ski.  Do you,  do you,   um,  receive a lot of information on skiing through the SKI MAGAZINE? "
3983-79,,"# {F Oh, } yeah,  /they're just kind of # getting started now. /",1514,3983-78,3983-0,"[['# {F Oh, } yeah,  /', 'b'], [""they're just kind of # getting started now. /"", 'qy^d']]",[],"  Oh,  yeah, theyre just kind of  getting started now. "
3983-83,,You're just --,1514,3983-82,3983-0,"[[""You're just --"", 'qy^d']]",[],Youre just 
3993-58,,"<Laughter> Yeah,  /the band saw is really nice.  /I have an Inca.  /I don't know if you've ever heard of those. /",1514,3993-57,3993-0,"[['<Laughter> Yeah,  /', 'b'], ['the band saw is really nice.  /', 'sv'], ['I have an Inca.  /', 'sd'], [""I don't know if you've ever heard of those. /"", 'qy^d']]",[]," Yeah, the band saw is really nice. I have an Inca. I dont know if youve ever heard of those. "
3993-80,,{D Like } --,1514,3993-79,3993-0,"[['{D Like } --', 'qy^d']]",[], Like  
3993-84,,For your --,1514,3993-83,3993-0,"[['For your --', 'qy^d']]",[],For your 
4064-51,,"There are times when [ is it, +  {F uh, }  /{A {F oh } goodness,   my mind has gone blank } it's, ] {F uh, } Othello.   /You know where he says kill all  the lawyers <laughter>. /",1531,4064-50,4064-0,"[['There are times when [ is it, +  {F uh, }  /', '%'], [""{A {F oh } goodness,   my mind has gone blank } it's, ] {F uh, } Othello.   /"", 'sd'], ['You know where he says kill all  the lawyers <laughter>. /', 'qy^d']]",[],"There are times when  is it,   uh,    oh  goodness, my mind has gone blank  its,   uh,  Othello. You know where he says kill all the lawyers . "
2022-14,,"[ {C And, } + {C and } ] you're staying within your  budget and [ keep-, + ]",1107,2022-13,2022-0,"[[""[ {C And, } + {C and } ] you're staying within your  budget and [ keep-, + ]"", 'qy^d']]",[],"  And,    and   youre staying within your budget and  keep,  "
2154-31,,"{C So, } [ I don't, + I don't ] know if you're familiar  with him or not. /",1002,2154-30,2154-0,"[[""{C So, } [ I don't, + I don't ] know if you're familiar  with him or not. /"", 'qy^d']]",[]," So,   I dont,  I dont  know if youre familiar with him or not. "
2154-48,,"I wondered if it would help you sometimes  fill-in the gaps or recognize discrepancies that [ other people, +   people like myself ] might not pick up on. /",1085,2154-47,2154-0,"[['I wondered if it would help you sometimes  fill-in the gaps or recognize discrepancies that [ other people, +   people like myself ] might not pick up on. /', 'qy^d']]",[],"I wondered if it would help you sometimes fillin the gaps or recognize discrepancies that  other people,  people like myself  might not pick up on. "
2171-117,,{C And } you've probably never gardened in your life  ((   )) . /,1055,2171-116,2171-0,"[[""{C And } you've probably never gardened in your life  ((   )) . /"", 'qy^d']]",[], And  youve probably never gardened in your life   . 
2249-11,,"I think that's great.  /There's a few places in Houston  where they're trying that out.  /I don't know [ if it's, the, +    if they've done it ] citywide yet or not  where they have the color coded, {F uh, } bags and, {F uh, } bins. /",1132,2249-10,2249-0,"[[""I think that's great.  /"", 'sv'], [""There's a few places in Houston  where they're trying that out.  /"", 'sd'], [""I don't know [ if it's, the, +    if they've done it ] citywide yet or not  where they have the color coded, {F uh, } bags and, {F uh, } bins. /"", 'qy^d']]",[],"I think thats great. Theres a few places in Houston where theyre trying that out. I dont know  if its, the,  if theyve done it  citywide yet or not where they have the color coded,  uh,  bags and,  uh,  bins. "
2253-182,,"Uh-huh,  /that's the one. /",1149,2253-181,2253-0,"[['Uh-huh,  /', 'b'], [""that's the one. /"", 'qy^d']]",[],"Uhhuh, thats the one. "
2372-113,,{C So } that's all you need for {D like }  ((   ))   charts and stuff.  /You don't need them in four colors. /,1055,2372-112,2372-0,"[[""{C So } that's all you need for {D like }  ((   ))   charts and stuff.  /"", 'qy^d'], [""You don't need them in four colors. /"", 'qy^d']]",[], So  thats all you need for  like    charts and stuff. You dont need them in four colors. 
2372-119,,"You use the  (( sneak-, ))  system. /",1055,2372-118,2372-0,"[['You use the  (( sneak-, ))  system. /', 'qy^d']]",[],"You use the  sneak,  system. "
2466-37,,"-- would be terrible, as a teen.  /[ That's, + {F uh, }  ((   ))  that must be ] a wonderful feeling to be in that profession and be able to  make a contribution like that. /",1232,2466-36,2466-0,"[['-- would be terrible, as a teen.  /', '+'], [""[ That's, + {F uh, }  ((   ))  that must be ] a wonderful feeling to be in that profession and be able to  make a contribution like that. /"", 'qy^d']]",[]," would be terrible, as a teen.  Thats,   uh,    that must be  a wonderful feeling to be in that profession and be able to make a contribution like that. "
2488-64,,"We had one in Virginia that was sentenced to death  /{C and } the execution was to have taken place a few weeks ago,  /I don't know if there was anything in your paper about it. /",1096,2488-63,2488-0,"[['We had one in Virginia that was sentenced to death  /', 'sd'], ['{C and } the execution was to have taken place a few weeks ago,  /', 'sd'], [""I don't know if there was anything in your paper about it. /"", 'qy^d']]",[],"We had one in Virginia that was sentenced to death  and  the execution was to have taken place a few weeks ago, I dont know if there was anything in your paper about it. "
2488-86,,"Wasn't it Lewisburg that had a lot of, {F uh, }  bad things happening just in the last couple of weeks,  /{C or } was it not. /",1096,2488-85,2488-0,"[[""Wasn't it Lewisburg that had a lot of, {F uh, }  bad things happening just in the last couple of weeks,  /"", 'qy^d'], ['{C or } was it not. /', 'qrr^d']]",[],"Wasnt it Lewisburg that had a lot of,  uh,  bad things happening just in the last couple of weeks,  or  was it not. "
2488-99,,"We've had several here lately  /{C and, }   it, - /there were several of them in North Dallas  /{C and then } it started kind of happening  a couple of places in South Dallas  /{C and } that's maybe what you were talking about.  /Men breaking in, {F uh, } to houses and taking,  or a man, - /[ they, + they ]  think it's the same person, taking, {F uh, } little girls right straight out of their beds at night.",1233,2488-98,2488-0,"[[""We've had several here lately  /"", 'sd'], ['{C and, }   it, - /', '%'], ['there were several of them in North Dallas  /', 'sd'], ['{C and then } it started kind of happening  a couple of places in South Dallas  /', 'sd'], [""{C and } that's maybe what you were talking about.  /"", 'qy^d'], ['Men breaking in, {F uh, } to houses and taking,  or a man, - /', 'sd'], [""[ they, + they ]  think it's the same person, taking, {F uh, } little girls right straight out of their beds at night."", 'sd']]",[],"Weve had several here lately  and,  it,  there were several of them in North Dallas  and then  it started kind of happening a couple of places in South Dallas  and  thats maybe what you were talking about. Men breaking in,  uh,  to houses and taking, or a man,   they,  they  think its the same person, taking,  uh,  little girls right straight out of their beds at night."
2584-91,,"This, - /how was, - /I'm wondering,  I'm really not that not familiar.  /I know there are some good places to go camping along  [ the, + {F uh, } the ] lakes. /",1106,2584-90,2584-0,"[['This, - /', '%'], ['how was, - /', '%'], [""I'm wondering,  I'm really not that not familiar.  /"", 'qy^d'], ['I know there are some good places to go camping along  [ the, + {F uh, } the ] lakes. /', 'qy^d']]",[],"This,  how was,  Im wondering, Im really not that not familiar. I know there are some good places to go camping along  the,   uh,  the  lakes. "
2584-102,,"{C So, } we're hoping to do {D like } a three day weekend.  /There's, {F um, } a thing called Pfeiffer Rim.  /I don't know if you have ever heard of it? /",1204,2584-101,2584-0,"[[""{C So, } we're hoping to do {D like } a three day weekend.  /"", 'sd'], [""There's, {F um, } a thing called Pfeiffer Rim.  /"", 'sd'], [""I don't know if you have ever heard of it? /"", 'qy^d']]",[]," So,  were hoping to do  like  a three day weekend. Theres,  um,  a thing called Pfeiffer Rim. I dont know if you have ever heard of it? "
2603-116,,# {C But } they have packages #  where they just offer the exercise program.  /Is that what you're saying? /,1155,2603-115,2603-0,"[['# {C But } they have packages #  where they just offer the exercise program.  /', 'qy^d'], [""Is that what you're saying? /"", 'qy']]",[],  But  they have packages  where they just offer the exercise program. Is that what youre saying? 
2608-55,,A glass dish. /,1225,2608-54,2608-0,"[['A glass dish. /', 'qy^d']]",[],A glass dish. 
2608-99,,I bet it tastes good too. /,1225,2608-98,2608-0,"[['I bet it tastes good too. /', 'qy^d']]",[],I bet it tastes good too. 
